carat,depth,table,x,y,z,price,cut
0.33,61.7,55.0,4.44,4.48,2.75,838,Ideal
0.33,61.7,55.0,4.48,4.5,2.77,838,Ideal
0.33,61.1,56.0,4.47,4.5,2.74,838,Ideal
0.33,62.0,55.0,4.45,4.49,2.77,838,Ideal
0.3,61.5,58.0,4.28,4.31,2.64,838,Ideal
0.3,61.6,56.0,4.3,4.34,2.66,838,Ideal
0.3,61.2,58.0,4.28,4.31,2.63,838,Ideal
0.3,61.6,55.0,4.34,4.36,2.68,838,Ideal
0.3,62.1,56.0,4.3,4.33,2.68,838,Ideal
0.3,62.8,54.0,4.27,4.3,2.69,838,Ideal
0.3,62.6,54.0,4.3,4.33,2.7,838,Ideal
0.3,61.2,57.0,4.32,4.34,2.65,838,Ideal
0.3,61.6,56.0,4.31,4.32,2.66,838,Ideal
0.34,61.1,55.0,4.52,4.55,2.77,838,Ideal
0.42,61.6,55.0,4.85,4.83,2.98,838,Ideal
0.42,61.9,54.0,4.87,4.83,3.0,838,Ideal
0.44,61.6,56.0,4.9,4.93,3.03,838,Ideal
0.33,61.6,55.0,4.48,4.51,2.77,838,Ideal
0.33,61.1,56.0,4.47,4.5,2.74,838,Ideal
0.33,61.4,54.0,4.47,4.49,2.75,838,Ideal
0.33,62.1,54.0,4.44,4.48,2.77,838,Ideal
0.33,61.8,54.0,4.47,4.49,2.77,838,Ideal
0.33,62.0,55.0,4.46,4.48,2.77,838,Ideal
0.42,63.6,57.0,4.79,4.74,3.03,838,Good
0.42,58.8,60.0,4.9,4.86,2.87,838,Premium
0.42,60.1,58.0,4.91,4.87,2.94,838,Premium
0.42,63.2,57.0,4.77,4.75,3.01,838,Very Good
0.42,63.1,56.0,4.8,4.74,3.01,838,Very Good
0.38,62.0,58.0,4.63,4.6,2.86,838,Premium
0.38,61.4,57.0,4.67,4.64,2.86,838,Ideal
0.43,62.8,58.0,4.85,4.83,3.04,839,Premium
0.41,61.3,54.0,4.75,4.87,2.95,839,Very Good
0.37,60.7,57.0,4.67,4.69,2.84,839,Ideal
0.37,60.0,59.0,4.64,4.66,2.79,839,Ideal
0.35,60.5,57.0,4.58,4.59,2.77,839,Ideal
0.39,60.5,56.0,4.75,4.77,2.88,839,Ideal
0.39,60.9,55.0,4.73,4.76,2.89,839,Ideal
0.35,60.9,56.0,4.52,4.56,2.77,839,Ideal
0.31,61.6,56.0,4.37,4.4,2.7,839,Ideal
0.41,58.9,60.0,4.84,4.87,2.86,839,Very Good
0.33,61.0,56.0,4.45,4.47,2.72,839,Ideal
0.3,62.9,55.0,4.25,4.27,2.68,840,Very Good
0.38,63.5,59.0,4.58,4.61,2.92,840,Very Good
0.33,62.1,54.0,4.45,4.47,2.77,840,Ideal
0.31,62.2,54.0,4.34,4.38,2.71,840,Ideal
0.31,61.6,54.0,4.37,4.4,2.7,840,Ideal
0.31,61.6,55.0,4.36,4.4,2.7,840,Ideal
0.31,61.4,56.0,4.37,4.4,2.69,840,Ideal
0.31,61.1,55.0,4.38,4.39,2.68,840,Ideal
0.31,62.4,54.0,4.33,4.35,2.71,840,Ideal
0.31,62.0,55.0,4.34,4.37,2.7,840,Ideal
0.31,62.2,54.0,4.36,4.39,2.72,840,Ideal
0.31,62.1,54.0,4.37,4.39,2.72,840,Ideal
0.31,62.0,54.0,4.37,4.41,2.72,840,Ideal
0.31,62.3,54.0,4.34,4.36,2.71,840,Ideal
0.31,62.0,54.0,4.36,4.38,2.71,840,Ideal
0.31,61.0,56.0,4.39,4.43,2.69,840,Ideal
0.31,62.0,54.0,4.34,4.37,2.7,840,Ideal
0.31,62.2,53.0,4.35,4.37,2.71,840,Ideal
0.38,61.5,57.0,4.66,4.68,2.87,840,Ideal
0.35,62.0,53.6,4.53,4.55,2.81,840,Ideal
0.31,61.5,57.0,4.35,4.37,2.68,840,Ideal
0.4,64.7,55.0,4.68,4.65,3.02,840,Fair
0.4,63.1,56.0,4.75,4.72,2.99,840,Very Good
0.4,59.6,61.0,4.76,4.74,2.83,840,Premium
0.4,63.4,58.0,4.71,4.66,2.97,840,Very Good
0.4,63.2,58.0,4.7,4.61,2.94,840,Very Good
0.4,63.3,58.0,4.69,4.66,2.96,840,Very Good
0.4,61.4,58.0,4.78,4.73,2.92,840,Ideal
0.5,60.7,61.0,5.14,5.05,3.09,840,Premium
0.5,61.4,60.0,5.18,5.03,3.14,840,Premium
0.32,61.9,54.0,4.43,4.46,2.75,841,Very Good
0.33,60.1,56.0,4.53,4.56,2.73,841,Very Good
0.32,62.3,54.0,4.42,4.44,2.76,841,Ideal
0.32,61.7,56.0,4.38,4.41,2.71,841,Ideal
0.48,62.0,54.0,5.04,5.06,3.13,841,Ideal
0.48,61.9,53.0,5.06,5.08,3.14,841,Ideal
0.48,62.5,54.0,5.04,5.07,3.16,841,Ideal
0.41,62.6,57.0,4.77,4.72,2.97,841,Ideal
0.35,61.2,57.0,4.55,4.58,2.79,842,Very Good
0.35,60.3,58.6,4.56,4.59,2.76,842,Very Good
0.32,59.5,57.0,4.49,4.45,2.66,842,Ideal
0.32,61.8,55.0,4.43,4.41,2.73,842,Ideal
0.32,62.9,59.0,4.39,4.36,2.75,842,Premium
0.32,61.9,56.0,4.39,4.4,2.72,842,Ideal
0.32,61.9,58.0,4.36,4.39,2.71,842,Very Good
0.4,60.6,55.0,4.78,4.82,2.91,842,Ideal
0.32,60.9,61.0,4.37,4.4,2.67,842,Very Good
0.4,62.7,56.0,4.73,4.77,2.98,842,Ideal
0.32,61.2,58.0,4.37,4.39,2.68,842,Premium
0.4,62.1,58.0,4.71,4.76,2.94,842,Premium
0.4,60.8,58.0,4.76,4.78,2.9,842,Premium
0.32,60.9,56.0,4.41,4.42,2.69,842,Ideal
0.32,62.6,58.0,4.38,4.41,2.75,842,Premium
0.32,61.1,57.0,4.41,4.43,2.7,842,Ideal
0.32,61.1,58.0,4.42,4.45,2.71,842,Premium
0.4,62.7,59.0,4.67,4.71,2.94,842,Premium
0.4,62.6,58.0,4.68,4.72,2.94,842,Premium
0.32,62.3,56.0,4.37,4.4,2.73,842,Ideal
0.4,60.7,60.0,4.75,4.8,2.9,842,Premium
0.32,61.5,57.0,4.4,4.41,2.71,842,Ideal
0.32,61.4,55.0,4.42,4.44,2.72,842,Ideal
0.32,61.1,53.0,4.4,4.44,2.7,842,Ideal
0.4,61.0,59.0,4.71,4.76,2.89,842,Premium
0.4,62.9,57.0,4.69,4.72,2.96,842,Very Good
0.4,62.0,57.0,4.68,4.74,2.92,842,Ideal
0.32,62.0,55.0,4.38,4.4,2.72,842,Ideal
0.4,61.0,58.0,4.72,4.79,2.9,842,Premium
0.32,58.1,59.0,4.49,4.53,2.62,842,Very Good
0.32,61.5,58.0,4.36,4.42,2.7,842,Premium
0.4,63.3,57.0,4.67,4.71,2.97,842,Good
0.32,62.4,55.0,4.37,4.38,2.73,842,Ideal
0.32,62.3,56.0,4.37,4.4,2.73,842,Ideal
0.4,59.7,58.0,4.79,4.83,2.87,842,Premium
0.32,62.4,56.0,4.36,4.39,2.73,842,Ideal
0.4,59.5,59.0,4.76,4.79,2.84,842,Premium
0.4,59.3,59.0,4.79,4.83,2.85,842,Premium
0.32,61.6,57.0,4.4,4.43,2.72,842,Ideal
0.4,60.5,57.0,4.76,4.79,2.89,842,Ideal
0.4,63.5,57.0,4.65,4.68,2.96,842,Good
0.32,59.9,58.0,4.45,4.5,2.68,842,Premium
0.4,63.9,56.0,4.64,4.68,2.98,842,Good
0.4,61.6,58.0,4.75,4.8,2.94,842,Premium
0.32,60.8,57.0,4.42,4.46,2.7,842,Ideal
0.32,60.2,56.0,4.45,4.49,2.69,842,Ideal
0.4,61.5,58.0,4.7,4.76,2.91,842,Very Good
0.32,60.8,56.0,4.37,4.44,2.68,842,Ideal
0.32,62.0,57.0,4.38,4.42,2.73,842,Ideal
0.32,62.2,55.0,4.38,4.4,2.73,842,Ideal
0.37,59.3,58.0,4.68,4.73,2.79,843,Very Good
0.42,59.0,57.0,4.92,4.95,2.91,843,Very Good
0.41,62.4,57.0,4.68,4.75,2.94,843,Ideal
0.32,61.9,54.0,4.41,4.44,2.74,843,Ideal
0.32,61.4,54.0,4.44,4.45,2.73,843,Ideal
0.4,62.6,54.0,4.73,4.78,2.98,843,Ideal
0.42,60.8,54.0,4.83,4.94,2.97,843,Ideal
0.43,61.0,56.0,4.87,4.89,2.98,844,Very Good
0.46,62.0,60.0,4.89,4.92,3.04,844,Very Good
0.34,61.5,56.0,4.47,4.5,2.75,844,Ideal
0.34,60.5,55.0,4.53,4.56,2.75,844,Ideal
0.3,62.0,57.0,4.29,4.32,2.67,844,Ideal
0.53,61.8,55.0,5.22,5.26,3.24,844,Ideal
0.38,60.9,55.0,4.7,4.72,2.87,844,Ideal
0.38,60.4,57.0,4.7,4.74,2.85,844,Ideal
0.38,61.1,55.0,4.69,4.73,2.88,844,Ideal
0.34,61.6,55.0,4.51,4.55,2.78,844,Ideal
0.3,62.2,55.0,4.3,4.32,2.68,844,Ideal
0.3,61.0,56.0,4.34,4.37,2.65,844,Ideal
0.3,61.8,57.0,4.28,4.31,2.65,844,Ideal
0.3,61.5,59.0,4.33,4.31,2.66,844,Premium
0.3,62.0,55.0,4.34,4.3,2.68,844,Ideal
0.3,61.7,61.0,4.31,4.28,2.65,844,Premium
0.3,61.6,58.0,4.33,4.31,2.66,844,Premium
0.3,61.9,59.0,4.3,4.26,2.65,844,Premium
0.3,61.4,56.0,4.37,4.33,2.67,844,Ideal
0.3,60.5,60.0,4.31,4.29,2.6,844,Premium
0.3,61.5,55.0,4.4,4.32,2.68,844,Ideal
0.3,62.1,58.0,4.31,4.29,2.67,844,Premium
0.3,60.0,58.0,4.4,4.37,2.63,844,Premium
0.3,59.2,59.0,4.41,4.37,2.6,844,Premium
0.3,59.1,58.0,4.39,4.37,2.59,844,Premium
0.3,60.0,60.0,4.4,4.36,2.63,844,Premium
0.3,60.2,57.0,4.38,4.36,2.63,844,Ideal
0.3,61.0,56.0,4.36,4.33,2.65,844,Ideal
0.3,59.9,59.0,4.38,4.33,2.61,844,Premium
0.3,61.8,58.0,4.36,4.31,2.68,844,Premium
0.3,61.4,55.0,4.34,4.32,2.66,844,Ideal
0.3,61.7,58.0,4.34,4.32,2.67,844,Premium
0.3,62.1,55.0,4.35,4.32,2.69,844,Ideal
0.3,61.8,55.0,4.35,4.33,2.68,844,Ideal
0.3,61.6,55.0,4.33,4.31,2.66,844,Ideal
0.3,61.8,56.0,4.33,4.31,2.67,844,Ideal
0.3,61.5,55.0,4.34,4.31,2.66,844,Ideal
0.3,62.0,56.0,4.34,4.31,2.68,844,Ideal
0.3,61.2,55.0,4.35,4.31,2.65,844,Ideal
0.3,61.8,57.0,4.34,4.3,2.67,844,Ideal
0.3,62.0,56.0,4.34,4.3,2.68,844,Ideal
0.3,62.3,56.0,4.34,4.3,2.69,844,Ideal
0.3,62.0,55.0,4.35,4.3,2.68,844,Ideal
0.3,61.7,55.0,4.32,4.3,2.66,844,Ideal
0.3,61.8,56.0,4.34,4.3,2.67,844,Ideal
0.3,60.4,58.0,4.34,4.3,2.61,844,Premium
0.3,62.1,55.0,4.33,4.3,2.68,844,Ideal
0.3,60.7,59.0,4.33,4.3,2.62,844,Premium
0.3,62.6,56.0,4.33,4.29,2.7,844,Ideal
0.3,61.5,56.0,4.33,4.29,2.65,844,Ideal
0.3,61.9,59.0,4.33,4.29,2.67,844,Premium
0.3,62.4,57.0,4.33,4.29,2.69,844,Ideal
0.3,62.6,54.0,4.33,4.29,2.7,844,Ideal
0.3,61.5,55.0,4.33,4.29,2.65,844,Ideal
0.3,62.8,56.0,4.32,4.28,2.7,844,Ideal
0.3,61.8,56.0,4.32,4.29,2.66,844,Ideal
0.3,62.3,57.0,4.32,4.29,2.68,844,Ideal
0.3,61.3,57.0,4.33,4.29,2.64,844,Ideal
0.3,62.3,56.0,4.32,4.28,2.68,844,Ideal
0.3,62.3,58.0,4.32,4.28,2.68,844,Premium
0.3,62.6,54.0,4.31,4.28,2.69,844,Ideal
0.3,61.9,61.0,4.32,4.28,2.66,844,Premium
0.3,62.1,55.0,4.32,4.28,2.67,844,Ideal
0.3,62.0,59.0,4.31,4.27,2.66,844,Premium
0.3,62.2,56.0,4.3,4.28,2.67,844,Ideal
0.3,62.5,56.0,4.3,4.28,2.68,844,Ideal
0.3,61.5,55.0,4.31,4.28,2.64,844,Ideal
0.3,62.0,55.0,4.31,4.27,2.66,844,Ideal
0.3,61.6,56.0,4.3,4.27,2.64,844,Ideal
0.3,62.3,57.0,4.3,4.27,2.67,844,Ideal
0.3,62.6,58.0,4.3,4.26,2.68,844,Premium
0.3,62.5,58.0,4.31,4.26,2.68,844,Premium
0.3,62.1,59.0,4.29,4.27,2.66,844,Premium
0.3,62.0,58.0,4.29,4.26,2.65,844,Premium
0.3,62.4,59.0,4.3,4.26,2.67,844,Premium
0.3,62.0,55.0,4.3,4.25,2.65,844,Ideal
0.3,62.1,56.0,4.31,4.25,2.66,844,Ideal
0.3,61.8,58.0,4.28,4.26,2.64,844,Premium
0.3,62.4,56.0,4.28,4.25,2.66,844,Ideal
0.3,62.6,58.0,4.28,4.25,2.67,844,Premium
0.3,62.8,59.0,4.26,4.24,2.67,844,Premium
0.3,62.2,60.0,4.28,4.24,2.65,844,Premium
0.3,62.4,57.0,4.29,4.24,2.66,844,Ideal
0.3,62.0,60.0,4.26,4.23,2.63,844,Premium
0.3,62.4,57.0,4.26,4.24,2.65,844,Ideal
0.3,62.9,58.0,4.24,4.22,2.66,844,Premium
0.3,62.9,58.0,4.27,4.22,2.67,844,Premium
0.47,56.5,62.0,5.17,5.09,2.9,844,Good
0.37,60.2,53.0,4.74,4.7,2.84,844,Ideal
0.3,62.5,59.0,4.3,4.27,2.68,844,Premium
0.3,62.6,56.0,4.34,4.29,2.7,844,Ideal
0.3,62.4,56.0,4.33,4.26,2.68,844,Ideal
0.37,62.2,56.0,4.6,4.63,2.87,844,Ideal
0.37,61.8,54.0,4.6,4.63,2.85,844,Ideal
0.37,59.1,60.0,4.69,4.71,2.78,844,Very Good
0.37,60.9,59.0,4.61,4.65,2.82,844,Premium
0.37,59.7,61.0,4.67,4.71,2.8,844,Very Good
0.41,63.6,56.0,4.72,4.74,3.01,844,Good
0.33,62.6,58.0,4.34,4.42,2.74,463,Very Good
0.33,61.5,57.0,4.42,4.49,2.74,463,Ideal
0.33,62.4,56.0,4.39,4.43,2.75,463,Ideal
0.33,62.0,60.0,4.41,4.46,2.75,463,Premium
0.33,61.0,61.0,4.43,4.46,2.71,463,Very Good
0.33,61.1,59.0,4.4,4.44,2.7,463,Premium
0.3,60.4,57.0,4.36,4.38,2.64,464,Ideal
0.3,61.8,56.0,4.31,4.33,2.67,464,Ideal
0.34,62.0,54.0,4.52,4.55,2.81,464,Ideal
0.27,61.2,54.0,4.2,4.23,2.58,464,Ideal
0.27,62.3,56.0,4.15,4.17,2.59,464,Ideal
0.29,62.4,54.0,4.23,4.26,2.65,464,Ideal
0.31,61.1,57.0,4.38,4.42,2.69,464,Ideal
0.31,61.5,55.0,4.39,4.42,2.71,464,Ideal
0.31,61.3,56.0,4.36,4.39,2.68,464,Ideal
0.31,61.8,54.0,4.34,4.36,2.69,464,Ideal
0.31,62.4,55.0,4.31,4.35,2.7,464,Ideal
0.31,62.1,54.0,4.37,4.39,2.72,464,Ideal
0.31,61.1,56.0,4.35,4.39,2.67,464,Ideal
0.23,60.4,61.0,3.92,3.96,2.38,465,Very Good
0.23,61.3,60.0,3.98,4.01,2.45,465,Very Good
0.23,61.0,59.0,3.93,3.97,2.41,465,Very Good
0.23,62.7,59.0,3.93,3.95,2.47,465,Very Good
0.23,58.0,60.0,4.04,4.07,2.35,465,Very Good
0.23,61.8,59.0,3.92,3.95,2.43,465,Very Good
0.23,60.2,57.0,3.99,4.05,2.42,465,Very Good
0.23,61.1,58.0,3.95,4.01,2.43,465,Very Good
0.23,60.1,57.0,4.0,4.02,2.41,465,Very Good
0.23,62.2,59.0,3.92,3.96,2.45,465,Very Good
0.3,61.7,56.0,4.33,4.35,2.68,465,Ideal
0.41,63.5,58.0,4.7,4.75,3.0,845,Very Good
0.4,63.3,58.0,4.63,4.66,2.94,845,Very Good
0.4,62.4,60.0,4.66,4.67,2.91,845,Very Good
0.35,62.6,56.0,4.52,4.49,2.82,845,Premium
0.35,59.9,56.0,4.61,4.64,2.77,846,Very Good
0.34,62.0,54.2,4.47,4.49,2.78,846,Ideal
0.32,61.3,55.0,4.41,4.43,2.71,846,Ideal
0.32,61.3,55.0,4.43,4.47,2.73,846,Ideal
0.32,61.1,56.0,4.46,4.48,2.73,846,Ideal
0.32,60.9,56.0,4.45,4.48,2.72,846,Ideal
0.37,61.1,56.0,4.64,4.65,2.84,846,Ideal
0.27,61.7,57.0,4.16,4.14,2.56,846,Ideal
0.31,62.7,57.0,4.35,4.32,2.72,846,Ideal
0.31,63.6,55.0,4.33,4.29,2.74,846,Good
0.31,61.6,57.0,4.35,4.32,2.67,846,Ideal
0.3,61.6,58.0,4.3,4.34,2.66,846,Premium
0.41,61.8,58.0,4.76,4.79,2.95,846,Premium
0.41,63.1,58.0,4.71,4.74,2.98,847,Very Good
0.41,63.1,58.0,4.68,4.74,2.97,847,Very Good
0.38,61.0,58.0,4.7,4.75,2.88,847,Very Good
0.4,61.2,58.0,4.74,4.86,2.94,847,Very Good
0.41,63.3,62.0,4.67,4.71,2.97,847,Good
0.39,62.8,61.0,4.63,4.67,2.92,847,Good
0.42,61.2,60.0,4.77,4.84,2.94,847,Premium
0.42,60.6,59.0,4.78,4.85,2.92,847,Premium
0.42,62.2,56.0,4.8,4.82,2.99,847,Ideal
0.42,60.8,57.0,4.82,4.85,2.94,847,Ideal
0.42,61.6,58.0,4.79,4.82,2.96,847,Premium
0.42,60.1,61.0,4.81,4.84,2.9,847,Very Good
0.42,62.0,57.0,4.8,4.82,2.98,847,Ideal
0.42,59.5,59.0,4.83,4.89,2.89,847,Premium
0.42,62.1,56.0,4.79,4.84,2.99,847,Ideal
0.42,62.4,54.0,4.78,4.83,3.0,847,Ideal
0.42,61.7,57.0,4.8,4.83,2.97,847,Ideal
0.42,62.0,58.0,4.77,4.81,2.97,847,Premium
0.42,61.4,56.0,4.82,4.85,2.97,847,Ideal
0.42,61.9,58.0,4.77,4.82,2.97,847,Premium
0.42,62.4,57.0,4.76,4.79,2.98,847,Ideal
0.42,60.6,58.0,4.83,4.88,2.94,847,Premium
0.42,61.6,56.0,4.82,4.83,2.97,847,Ideal
0.42,62.2,54.0,4.8,4.82,2.99,847,Ideal
0.42,60.1,61.0,4.79,4.86,2.9,847,Very Good
0.42,62.6,57.0,4.76,4.8,2.99,847,Very Good
0.42,61.2,56.0,4.8,4.84,2.95,847,Ideal
0.42,61.8,56.0,4.81,4.84,2.98,847,Ideal
0.42,61.7,59.0,4.76,4.83,2.96,847,Premium
0.42,59.8,58.0,4.86,4.9,2.92,847,Premium
0.3,62.0,54.0,4.34,4.3,2.68,848,Ideal
0.3,59.4,60.0,4.38,4.34,2.59,848,Premium
0.33,61.6,53.0,4.46,4.5,2.76,848,Very Good
0.34,61.3,56.0,4.52,4.56,2.78,848,Ideal
0.43,61.6,54.0,4.88,4.92,3.02,848,Ideal
0.43,61.4,54.0,4.9,4.93,3.02,848,Ideal
0.3,64.3,57.0,4.27,4.32,2.76,848,Good
0.3,60.7,58.0,4.36,4.34,2.64,848,Premium
0.3,61.8,56.0,4.34,4.3,2.67,848,Ideal
0.3,59.7,58.0,4.39,4.32,2.6,848,Premium
0.41,62.2,56.0,4.75,4.8,2.97,848,Ideal
0.4,60.8,58.0,4.75,4.83,2.91,849,Very Good
0.39,60.8,56.0,4.74,4.76,2.89,849,Ideal
0.35,61.0,57.0,4.54,4.58,2.78,849,Ideal
0.35,62.6,53.0,4.52,4.55,2.84,849,Ideal
0.4,61.0,56.0,4.79,4.81,2.93,849,Ideal
0.35,61.7,55.0,4.54,4.57,2.81,849,Ideal
0.31,57.5,62.0,4.47,4.54,2.59,849,Good
0.44,62.9,58.0,4.82,4.85,3.04,849,Very Good
0.44,61.9,59.0,4.86,4.9,3.02,849,Premium
0.4,63.0,55.0,4.72,4.74,2.98,849,Very Good
0.43,62.8,58.0,4.8,4.82,3.02,850,Very Good
0.4,63.2,57.0,4.66,4.71,2.96,850,Very Good
0.4,63.6,55.0,4.68,4.72,2.99,850,Very Good
0.4,62.3,60.0,4.66,4.68,2.91,850,Very Good
0.4,59.3,58.0,4.8,4.85,2.86,850,Very Good
0.4,63.5,57.0,4.62,4.67,2.95,850,Very Good
0.3,62.3,55.0,4.31,4.33,2.69,850,Very Good
0.3,61.8,57.0,4.31,4.33,2.67,850,Ideal
0.43,61.2,56.0,4.87,4.9,2.99,850,Ideal
0.33,62.3,56.0,4.41,4.45,2.75,850,Ideal
0.33,60.9,57.0,4.47,4.5,2.73,850,Ideal
0.33,61.1,56.0,4.45,4.48,2.73,850,Ideal
0.46,61.9,55.0,4.97,4.98,3.08,850,Ideal
0.3,61.7,53.0,4.33,4.36,2.68,850,Ideal
0.3,62.2,56.0,4.26,4.29,2.66,850,Ideal
0.44,62.8,58.0,4.79,4.86,3.03,850,Very Good
0.37,61.6,55.0,4.63,4.65,2.86,851,Ideal
0.46,62.6,53.9,4.92,4.95,3.09,851,Ideal
0.46,62.1,54.7,4.95,4.98,3.08,851,Ideal
0.35,59.4,55.0,4.6,4.62,2.74,851,Good
0.36,63.4,57.0,4.57,4.55,2.89,851,Very Good
0.36,60.1,57.0,4.66,4.62,2.79,851,Premium
0.36,62.1,56.0,4.58,4.53,2.83,851,Ideal
0.42,60.9,57.0,4.86,4.83,2.95,851,Ideal
0.42,62.1,56.0,4.83,4.8,2.99,851,Ideal
0.36,59.5,56.0,4.68,4.63,2.77,851,Ideal
0.36,60.3,56.0,4.65,4.61,2.79,851,Ideal
0.36,60.4,58.0,4.64,4.6,2.79,851,Premium
0.36,59.6,58.0,4.65,4.61,2.76,851,Premium
0.36,61.4,58.0,4.59,4.56,2.81,851,Premium
0.36,61.5,56.0,4.64,4.56,2.83,851,Ideal
0.36,61.2,57.0,4.63,4.59,2.82,851,Ideal
0.36,62.5,56.0,4.57,4.55,2.85,851,Ideal
0.36,62.0,56.0,4.61,4.55,2.84,851,Ideal
0.36,61.6,56.0,4.58,4.54,2.81,851,Ideal
0.36,62.7,57.0,4.59,4.54,2.86,851,Ideal
0.36,62.7,57.0,4.59,4.54,2.86,851,Ideal
0.36,63.1,55.0,4.59,4.54,2.88,851,Very Good
0.36,61.5,59.0,4.55,4.52,2.79,851,Premium
0.3,62.0,62.0,4.27,4.24,2.64,851,Premium
0.5,61.9,58.0,5.15,5.05,3.15,851,Premium
0.5,58.0,67.0,5.26,5.17,3.02,851,Fair
0.3,60.6,62.0,4.3,4.28,2.6,851,Premium
0.35,61.9,56.0,4.53,4.55,2.81,851,Ideal
0.45,62.8,58.0,4.84,4.88,3.05,851,Very Good
0.4,59.6,58.0,4.8,4.83,2.87,851,Very Good
0.4,60.9,61.0,4.75,4.78,2.9,851,Very Good
0.36,62.4,55.0,4.59,4.61,2.87,852,Ideal
0.36,61.0,56.0,4.59,4.63,2.81,852,Ideal
0.34,61.1,56.0,4.52,4.55,2.77,852,Ideal
0.34,61.4,56.0,4.48,4.51,2.76,852,Ideal
0.36,61.7,56.0,4.56,4.58,2.82,852,Ideal
0.36,62.0,56.0,4.57,4.59,2.84,852,Ideal
0.36,59.1,58.0,4.63,4.68,2.75,852,Premium
0.36,61.6,57.0,4.54,4.58,2.81,852,Ideal
0.36,61.1,57.0,4.58,4.62,2.81,852,Ideal
0.36,61.5,57.0,4.56,4.58,2.81,852,Ideal
0.36,61.8,56.0,4.56,4.6,2.83,852,Ideal
0.36,60.4,58.0,4.64,4.67,2.81,852,Premium
0.36,60.5,58.0,4.6,4.63,2.79,852,Premium
0.36,61.8,56.0,4.56,4.6,2.83,852,Ideal
0.41,63.4,58.0,4.75,4.68,2.99,852,Very Good
0.41,58.8,62.0,4.87,4.85,2.86,852,Premium
0.33,62.6,58.0,4.36,4.4,2.74,852,Ideal
0.31,61.8,55.0,4.33,4.36,2.69,852,Ideal
0.43,60.9,57.0,4.88,4.9,2.98,852,Ideal
0.45,62.0,54.0,4.95,4.98,3.08,852,Ideal
0.36,60.8,57.0,4.6,4.64,2.81,852,Ideal
0.36,61.8,58.0,4.55,4.58,2.82,852,Premium
0.36,61.0,59.0,4.57,4.61,2.8,852,Premium
0.36,61.3,58.0,4.56,4.58,2.8,852,Premium
0.36,61.0,58.0,4.59,4.62,2.81,852,Premium
0.43,62.4,56.0,4.84,4.87,3.02,852,Very Good
0.36,61.7,55.0,4.58,4.6,2.83,852,Ideal
0.36,61.6,56.0,4.55,4.57,2.81,852,Ideal
0.36,60.6,57.0,4.57,4.61,2.78,852,Ideal
0.38,61.5,57.0,4.66,4.68,2.87,853,Very Good
0.4,60.0,56.0,4.81,4.85,2.9,853,Very Good
0.39,61.4,56.1,4.7,4.73,2.89,853,Ideal
0.39,62.1,54.3,4.63,4.69,2.9,853,Ideal
0.3,62.1,56.0,4.31,4.32,2.68,853,Ideal
0.38,63.4,55.0,4.61,4.64,2.93,853,Good
0.33,59.4,59.0,4.49,4.54,2.68,853,Premium
0.36,60.4,58.0,4.61,4.66,2.8,853,Ideal
0.31,61.0,56.0,4.37,4.39,2.67,853,Ideal
0.35,61.8,54.5,4.54,4.58,2.82,853,Ideal
0.31,59.7,60.0,4.41,4.43,2.64,853,Ideal
0.31,61.5,56.0,4.34,4.37,2.68,853,Ideal
0.31,61.7,56.0,4.38,4.4,2.71,853,Ideal
0.31,62.1,55.0,4.34,4.36,2.7,853,Ideal
0.31,62.5,54.0,4.33,4.37,2.72,853,Ideal
0.38,62.0,56.0,4.62,4.66,2.88,853,Ideal
0.38,61.7,54.3,4.68,4.69,2.89,853,Ideal
0.39,62.2,54.3,4.66,4.69,2.91,853,Ideal
0.31,61.6,54.0,4.36,4.4,2.7,853,Ideal
0.31,60.5,61.0,4.39,4.4,2.66,853,Ideal
0.35,62.4,55.0,4.52,4.49,2.81,853,Ideal
0.35,61.4,58.0,4.55,4.51,2.78,853,Premium
0.39,62.7,58.0,4.65,4.69,2.93,854,Very Good
0.42,62.1,55.0,4.8,4.83,2.99,854,Very Good
0.47,63.0,60.0,4.92,4.95,3.11,854,Very Good
0.32,59.9,59.0,4.45,4.46,2.67,854,Ideal
0.4,62.3,56.0,4.67,4.7,2.92,854,Ideal
0.32,61.3,55.0,4.42,4.45,2.72,854,Ideal
0.32,60.4,57.0,4.41,4.43,2.67,854,Ideal
0.33,61.1,55.0,4.48,4.52,2.75,854,Ideal
0.3,62.0,54.2,4.31,4.33,2.68,854,Ideal
0.32,61.6,55.0,4.4,4.43,2.72,854,Ideal
0.32,62.3,55.0,4.37,4.4,2.73,854,Ideal
0.32,61.6,55.0,4.42,4.44,2.73,854,Ideal
0.32,62.5,53.0,4.4,4.43,2.76,854,Ideal
0.4,62.1,54.0,4.72,4.75,2.94,854,Ideal
0.33,60.5,55.0,4.55,4.47,2.73,854,Ideal
0.33,61.3,56.0,4.47,4.43,2.73,854,Ideal
0.33,62.2,58.0,4.44,4.43,2.76,854,Premium
0.33,63.2,56.0,4.41,4.39,2.78,854,Very Good
0.33,60.9,57.0,4.52,4.48,2.74,854,Ideal
0.33,62.2,56.0,4.46,4.44,2.77,854,Ideal
0.33,62.2,54.0,4.46,4.44,2.77,854,Ideal
0.33,61.9,55.0,4.47,4.45,2.76,854,Ideal
0.33,61.7,56.0,4.44,4.41,2.73,854,Ideal
0.33,61.9,57.0,4.44,4.41,2.74,854,Ideal
